"","book","date","reviewer","rating","review"
"86","Harry Potter and the Goblet of Fire"," Sep 15 2013"," percy","it was amazing"," this has nothing to do specifically w this book i guess but sometimes i wish i d taken english lit at uni just so i could write my dissertation on draco malfoy"
"87","Harry Potter and the Goblet of Fire"," Jan 25 2015"," Elena","it was amazing"," This will always be one of my favourites and if not than my absolute favourite of the series"
"88","Harry Potter and the Goblet of Fire"," Sep 22 2016"," Angel Koychev","it was amazing"," I mean I have friends telling me which book of the series they prefer but honestly how can one choose is it really possible seriously it s like the best thing I have ever read"
"89","Harry Potter and the Goblet of Fire"," Sep 29 2012"," Dianne","it was amazing"," OK I get it I finally get it It took me 4 books but I understand why the release of the Potter books was an EVENT People dressing up queuing up waiting in line overnight to get their hands on the newest Harry Potter book I am in the Potter groove now I finished this yesterday and I am sincerely pissed that I don t have the fifth book here and ready to go However all is not lost I do have the first book on my Kindle so I am re-reading that until I can race to the library on Monday and get the next book Or should I wait a bit and drag out the anticipation Eeny meeny Goblet of Fire isn t without its problems It took about 240 pages to really get going that never-ending world cup Quidditch match for example and the end was a bit of a convoluted tangle BUT I was hooked once the Beauxbatons and Durmstrang students showed up Hooked to the point that I refused to get off the couch for my long-standing Saturday night date with my husband and sent him out for take-out I had 200 pages to go and NO WAY was I putting this book down I married a very understanding man - he gets me bless him I finished up in the wee hours and sat up for a while thinking about it I can already sense the massive book hangover I am going to have when I finish these books I won t want to leave this world and these characters behind There s only one first time to read these books and I am going to enjoy the heck out of it Onward more"
"90","Harry Potter and the Goblet of Fire"," Feb 09 2018"," John King","it was amazing"," First The Goblet of Fire is the first exceptionally long Harry Potter book but the constant influx of action drama and tension offsets the lengthiness J K Rowling happens to begin with some early major suspense by sharing how Voldermort is already more powerful than any one could have imagine She happens to do so quite cleverly by using a rat who happens to be-no spoiler However maybe J K Rowling could have added more emphasis to the ritual that raises Voldermort It is skimmed over and she possibly could have utilize more of the dark setting and atmosphere of the ritual to fully illustrate the true evil of Voldermort In addition I believe the emergence of the Moody character serves the good purpose of allowing Rowling to bring together seemingly insignificant pieces and weave them into core elements of the overall story later on Ultimately the Goblet of Fire is when things really begin to manifest in Harry s story His sense of duty becomes more defined making the plot flow in a more structured direction His courage also does not seem to be as reckless as it used to be Finally his relationships with his friends and peers become much more complex as well more"
"91","Harry Potter and the Goblet of Fire"," Feb 18 2018"," Lily","liked it"," 3-4 stars view spoiler Because well nostalgia hide spoiler Whereas the first three books in the Harry Potter series have been considerably lighter both in content and in volume Goblet of Fire is the first one that has truly made its descent into darkness It delves into much more serious and much graver themes and I feel like this is the book where you realize how much Rowling s writing has developed and how much the characters have grown up What I love most about this book series is that even though it is placed in the fantasy genre and is very much about magic the themes of friendship family love and sense of community are so beautifully woven into the story that they can t help but strike a chord with me Goblet of Fire also contains so many of my favorite quotes in the Harry Potter series and as such it will always hold a special place in my heart It matters not what someone is born but what they grow to be Reading this book or reading Harry Potter at all to be honest always makes mea want to be Hermione Granger orb want Hermione Granger to be my best friend buddy reread with my favorite Hufflepuff 3 more"
"92","Harry Potter and the Goblet of Fire"," Jul 20 2013"," Thomas","really liked it"," This review has been hidden because it contains spoilers To view it click here Six reasons why I loved Hermione Granger in Harry Potter and the Goblet of Fire spoilers 1 On page 290 when Harry tells her to talk to Ron for him and she straight up says I m not telling him anything Tell him yourself It s the only way to sort this out Unlike many teens today Hermione doesn t resort to Twitter or Facebook or Tumblr to resolve her conflicts - she actually uses conversation and compromise Before anyone mentions the fact that they didn t have Facebook way back when reme Six reasons why I loved Hermione Granger in Harry Potter and the Goblet of Fire spoilers 1 On page 290 when Harry tells her to talk to Ron for him and she straight up says I m not telling him anything Tell him yourself It s the only way to sort this out Unlike many teens today Hermione doesn t resort to Twitter or Facebook or Tumblr to resolve her conflicts - she actually uses conversation and compromise Before anyone mentions the fact that they didn t have Facebook way back when remember that they could ve used owls or something 2 She starts the Society for the Promotion of Elfish Welfare Not only does she create the club she believes in her cause even when every other person shuts her down While I admire her activism I also love how Rowling incorporated subtler messages about racism Ron being racist to an extent exemplifies how you don t have to be the KKK to discriminate and Rowling did a great job portraying positive role models like Lupin and Hagrid as minority groups 3 On page 214 when Hermione tells Moody to stop the Cruciatus Curse she does so because she senses Neville s discomfort - thus showing that she is sensitive to other people s needs What a winner 4 Throughout the book when Harry is castigated by his peers Hermione is the only one who sticks by his side She has no regard for what other people think of her and abides by her own beliefs I m glad J K Rowling incorporated such a positive role model not only for young girls but for anyone who reads the series 5 When Ron admits that he would go to the Yule Ball with a girl who were stupid as long as she was pretty Hermione snaps at him and walks away She does not give into society s conventions in terms of valuing physical attractiveness as opposed to intelligence Then when Ron notes that Hermione is a girl she does not devalue herself by appreciating his late realization - she storms off once again propelled by what she thinks is right 6 At the end of the book when Hermione captures Rita Skeeter she exhibits mercy by promising to eventually set her loose - other characters may have just killed her or allowed her to suffer a much worse fate Once again Hermione acts as a great combination of emotion and logic these days it may seem like young protagonists especially of the female variety may only have one of these traits but Hermione disproves that Alas perhaps I am a hardcore fan of Hermione just because I see so much of myself in her Overall I enjoyed reading the fourth installment - Rowling knows how to write a tightly-spun yet scintillating plot While she overuses adverbs sometimes and has a tendency to reveal everything at the end of the book through heaps of dialogue this was the case in the previous books too I stayed up until 2 AM just to speed through the last 150 pages of this book Looking forward to reading the last three and apparently much darker books in this series more"
"93","Harry Potter and the Goblet of Fire"," Jul 11 2017"," Mariah","liked it"," My coworkers and I are reading the Harry Potter series this year and then we are planning a trip for next year to go to California to the Harry Potter world I d like to start off saying that J K Rowling is a great writer However this book was wayyyyy longer than it needed to be I had a hard time enjoying all the different parts of the book because she dragged out and gave explicit detail of everything Because of this the book bored me at times and I struggled to get through it Harry Potter is in his fourth year of school at Hogwarts Harry is able to get away from his terrible relatives and go to the International Quidditch Cup with the Weasleys When arriving at Hogwarts mysterious events start occurring He wants to be a normal teenager but unfortunately he is Harry Potter and anything but normal Everything always happens to him more"
"94","Harry Potter and the Goblet of Fire"," Jul 09 2013"," Chelsea chelseadolling reads","it was amazing"," I m feeling so many feelings right now WHY DOES THIS SERIES HURT SO MUCH"
"95","Harry Potter and the Goblet of Fire"," Nov 28 2007"," Mariel","it was amazing"," I m a Harry Potter fan A rather hardcore one back in the day The Harry fans at the big meetup of 2007 last book ditched me for not being cool enough Shows what they know I don t know if anyone on goodreads followed the intense Harry Potter fanbase core in the good old days I wasn t on goodreads until after the last book came out Goblet of Fire was the last Harry Potter book before all of the bitching naysayers It was never as much fun after that either to discuss theories or pick apart clues It was also the book that started the I hate Ron club the Draco Malfoy is a conflicted hero idea started around the Chamber of Secrets film Hey I could be a Harry Potter scholar It was pretty much like looking up any movie on the imdb or a tv show on Television Without Pity No one hates something more than an obsessive fan right Fanfic writers who actually preferred their interpretations more than the original source crazy The fanbase could be deterimental to nuturing ones own ohmigod I m going to die without the next book that I so desperately needed Harry Potter was my something to look forward to I haven t found anything else to take its place I ve not tried to hang around the fringes of a big fan base again either My random goodreads tastes probably don t count I have no idea what the big thing is I liked The Hunger Games for the cozy district twelve parts and didn t give a rationed fig for love triangles or political outcome I m a loner bookworm freak Almost as bad were all of the people who felt some pressing need to inform me that they were too cool to even try to read Harry Potter as if it made one bit of difference to me I suspect that I was expected to backtrack You know the way a person will immediately downplay how much they liked or disliked something based on what someone else says about it I was going to read it with or without them They were not beating me by being too cool for school especially if that school is Hogwarts Why were they too cool for Harry after Goblet of Fire The fans I mean I don t remember an awful lot about plot points I m older now and my memory wasn t that good to begin with There is some overlap between books for sure I do remember savoring the details and not because it would help me figure out was going to happen I WANTED surprises Harry disliking Ron for the bit of skin showing between his ankles and his pajama ends That would totally have swayed me to be unwilling to hear an apology and nurse the annoyance another few days I loved it when the whole school hated Harry which is about all of the time I loved how he didn t study and had to work up to the last minute nerve for everything Those kinds of details made it for me I remember the wait between the books and being excited to find out what Neville was up to over the summer long live Neville Longbottom But no the base was miffed cause they didn t get another Sirius Black who owned the motorbike that Hagrid used to escort Harry to Privet Drive appearing in Prisoner of Azkaban If that s what you wanted the appeal of Harry Potter would be dead in the water with the giant squid after the last book That s not me Oh yeah so it was a huge turning point in the series Voldemort rises again the romance shit Rowling s one big flaw in my mind They got longer and less tightly edited we fans were greedy for closer release dates They had no one but themselves to blame Maybe some details got piled on I can t remember which book had the useless James Potter quidditch info Half-blood I think it was the Ron thing anyway D oh It has to be that Maybe it was like season three of Buffy when Buffy goes to L A in the first episode and they still cut back to Sunnydale to show how the Scooby gang are faring without her The new factors of the war is out there situation was like cutting into the Scooby dynamic It s painful to go your own way and be all alone It was like reaching the end half way through Harry has to grow up he has to defeat Lord Voldything and leave Hogwarts And that s a sad feeling cause it means that I also have to leave Hogwarts The bitching had to be about change It still worked it just worked in a different way Change isn t popular There are faults in the series but I loved what I loved so much that I didn t care I just want to be in Hogwarts I could tease about what I didn t like and still loved what I loved How to be a Harry Potter fan in the style of Mariel 101 I m sure I ll be rewarded with my Hogwarts letter any day now D oh Of course S P E W I remember now Society for Promotion of Elvish Welfare for the non-nerds Oh wait those people will not be reading this All the dumbfucks argued that the house elves wanted to be enslaved and that the point of the series was that Hermione was representing America rushing in to save oppressed civilizations when they shouldn t have been involved Dudes they were probably the ones they needed saving from Uggggggh So children should have always slaved away in factories because that was their only wages Because they saw the film Newsies and Christian Bale looked like he was having a lot of fun Killing Mudbloods is bad Sure I don t want to kill kids but wars in the middle east are still a great idea but reading about equality for all is less interesting if it changes the bottom line I probably started resenting the fanbase a whole lot right around that time Rowling could have made the point less hammer-head like via Hermione The films succeeded in that quite well But still It is like being in the wizarding world itself to have read that kind of crap Bigots everywhere Poor Dobby Sobs Winky was fucking annoying though I also didn t mention the Harry is a Death Eater people I wonder where they are right now Probably in a dark corner of the internet somewhere writing about the truth of the Harry Potter series Grrrrrrrrrrrr Harry is all that is good and pure in this world P s I always skipped Quidditch scenes The Triwizard scenes were kinda Quidditch-y to me For that reason Goblet is my least favorite of the series And I hated reading about Ron not liking Harry But still I remember when I got Goblet of Fire I had to go to work and stop reading it I didn t think about anything else but what was going to happen next in this book Every other day was I numb with wanting to be anywhere else That day I was happy to be in my own head Goblet of Fire is a great book by my own definition because of that more"
"96","Harry Potter and the Goblet of Fire"," Jul 06 2017"," Antonia","it was amazing"," Remember if the time should come when you have to make a choice between what is right and what is easy remember what happened to a boy who was good and kind and brave because he strayed across the path of Lord Voldemort Remember Cedric Diggory Woooow Taking the first 200 pages away this is definitely my favorite Harry Potter book so far Including the first 200 pages it s still my second favorite after Prisoner of Azkaban This was SO good I wish I could just start Order of the Phoenix right now but I promised myself to enjoy the series fully and not read it too fast But honestly just Wow more"
"97","Harry Potter and the Goblet of Fire"," Oct 19 2015"," Kells Next Read","it was amazing"," Absolutely Amazing BR with my fabulous and amazing friend AnneWhat can I say I enjoyed every second minute and hour of this fantastic read J K Rowling Is A Genius La La La La 10 Glorious Stars"
"98","Harry Potter and the Goblet of Fire"," Apr 15 2018"," Vivianne","it was amazing"," Harry Potter and the Philosopher s Stone 5 starsHarry Potter and the Chamber of Secrets 4 25 starsHarry Potter and the Prisoner of Azkaban 5 stars Harry Potter and the Goblet of Fire 5 stars If you want to know what a man s like take a good look at how he treats his inferiors not his equals The fourth Harry Potter book and I have to say I m once again blown away by this series It is my first time reading it but I ve seen the movies a few time so that s why I ve been putting the books off for so long This book was truly amazing the world the humor the characters the heartbreak the challenges the ending It was just astounding and I m so glad there are three more books in this series Warning A lot of praising a head Contains spoilers When I started reading I was at the edge of my seat this scene about the Riddle house read from the muggles perspective was so thrilling As a reader we know it s Voldemort and I was almost screaming at Frank RUN He s dangerous But reading from his pov with his background Urgh it sucked me right back in the story and the world Also the switch between that story line and Harry s was done magnificent I actually expected that after such an epic start the book would slow down a bit and get a tad boring But nothing like that happened and I was so thrilled about this And it was just soooo funny the Weasley s getting stuck in the fireplace sticking so many stamps on the envelop it was entirely covered Fred giving Dudley that candy Bill and Charlie making tables fight each other every scene with Pigwidgeon or Percy lashing out at someone or talking about mr Crouch him calling Percy Wheatherby the Weasley s Wizard Wheezes It was just all so hilarious And can I just say I know I m not the only one but I love the Weasley family so much They are so relatable and funny and loving the personalities clashed so much but they also can t live without each other I loved how much more inside we got about the family Charlie and Bill also got a part in this book I don t think I ve ever read about a family that I want to be part of so bad They made this book so funny and caused such hilarious ridiculous scenes that made me laugh my ass of The scene at the table with the whole Weasley family Harry and Hermione is I think one of my favorite scenes of all time Just the whole atmosphere and the humor and love The beginning of this book was so incredibly well done it deserved 10 stars It matters not what someone is born but what they grow to be Then the Quidditch World Cup was also one of my favorite scenes in the whole HP series Just the atmosphere that was created made me feel part of it I would give almost anything to be part of that The world building in was done so incredibly well things like the tent the Portkeys the omnioculars the Veela and still the whole concept of the Quidditch game is so brilliant and original And besides that this also caused super funny scenes of wizards trying to be as muggle as possible The game was soooo exciting and you re just rooting for Ireland but also for Krum OMG what a pleasure reading After the Quidditch match all Hell broke loose and my heart just skipped a beat The way J K Rowling manages to get me panicked and lost in the chaos just shows how well of a writer she is My heart just stopped when I was reading about the masked men air flowing the muggle family goose bumps I however didn t really get why all the parents left the children in the super dark creepy vulnerable woods alone Even though you can help the ministry and get the bad guys you d still choose to protect your own kid wouldn t you Another thing that slightly bothered me was that Harry Hermione and Ron are again put on in this situation that is extremely convenient Like it doesn t infuriate me but it s still there are 100 000 wands to take and then exactly Harry s wand gets stolen there are probably 10 square kilometers of woods and this person just happens to draw the sign right were the three of them stand I know I know it s exciting for the story but it was just to convenient Getting back to Hogwarts the plot kind off slowed but it never got boring there was still so much world building and excitement happening I love the side plots in this book Hermione s SPEWT organisation the plot about the skrewts and the lessons overall just never tire me And on top of that the announcement of The Triwizard Tournament and the arrival of the other schools I loved the division between the schools and the way they arrived was once again so creative and renewing I actually forgot the whole twist about Krum being a student at the Bulgarian school super cool twist I loved that little old Hagrid liked Maxime that Ron was so star-struck with Krum and the everyone trying to get around the age bounder which caused once again hilarious scenes Harry s name coming out of the cup was however kind of a turnaround in this book Not only does this book get much more mysterious and darker it also grew a tad less fun and I found myself less enjoying it about 200 pages or so in I mean it is still funny and there is still amazing world building and the tests are amazing and creative but I felt that some of the characters got really on my nerves In the previous books in the HP series there are characters I hate to love Malfoy Filch Snape but in this book quite a few character s behavior got on my nerve I didn t understand why Harry didn t fight harder to talk Ron to sense that he didn t do it after the first party I would have shook him awake trying to make my point and Harry is like okay I ve said it twice now not going to repeat it a third time will I I also despised Fleur in the beginning she was really haughtily in the beginning towards Harry but also Hogwarts as a whole complaining about a-ny-thing But also Ron in some ways I like the mc fighting with his her best friend I mean they re human s after all and humans have disagreements and fights So in a series over a time span of 7 years it is understandable that a mc is going to have a disagreement with his friend so props to Rowling for realism However I found this fight annoying to read I get Ron s kind of jealous about Harry and he did think that Harry put his name in so he was mad for not telling him that he did that But as a reader we know Harry is speaking the truth so it was just frustrating that when the whole school despised him Harry couldn t even count on his best friend to believe him And then another character that grew on my nerves and that I wanted to slap like a thousand times was was Rita Seeker I know I know that is what she was created for But I just couldn t stand her every scene she showed up in made me want to close this book I can t believe what lies she wrote about my favorite characters and how she twisted words or silences to her advantage did really like her self writing quill though very creative I can t believe how Rowling turned this around towards the end I was once again mind blown Ron said sorry to Harry after a few weeks Fleur actually wanted to stay in England and grew rather fond of Harry and Rita Seeker got what she deserved by Hermione Time will not slow down when something unpleasant lies ahead So Harry gets chosen by the cup and the only thing that I kept wondering was so what that he got chosen or bewitched why does he have to compete He won t die if he didn t face the dragon right It wasn t really backed up why exactly Harry was forced to be a part of it and why Dumbledore didn t just say it s against the rules on about three different levels so we re going to ignore the cup right now and proceed with the three first champions I think that could have been a bit better explained or thought out I was a little bit disappointed by the Dragon scene first task if I can admit it I ve seen the movie and there the first task was just done epic The dragon is on a chain but the Horntail is so strong it breaks and sets of in the air over the roof after Harry and they are skittering along it Harry fighting for his life But here Harry was never in any danger After about 10 lapses of flying the Horntail took after Harry and he could easily grab the egg The scene was just a bit too short and disappointed for this 600 paged book Another tiny disappointing scene for me was the Yule ball I think Rowling could have done a tiny bit better at describing the scenery like for example the dresses it was all a bit dull and underdeveloped I also don t really get this scene in overall comparison to the plot even though I still liked it I did however LOVE the scene with Hermione and Victor shipped them so hard there for a second I really liked how Rowling put down the characters there and starts to make a foundation for future relationships I also loved the scene where Hagrid showed Harry the dragons and I really admire Harry for telling Cedric and I love even more that it payed of I LOVED the scene with Dobby and Winky in the kitchen I loved the Sirius letters and the concern for Harry he showed how Harry finally has a family member I loved the scene with Harry and Mertle in the bath with the egg I loved the scene where Moody helps Harry when he is invisible on the stairs and is almost discovered by Snape and Filch Numbing the pain for a while will make it worse when you finally feel it The second task lived way more up to my expectations than the first did How Rowling comes up with these crazy original tasks is just mind blowing This one is my favorite I love how brave Harry is and how he was rewarded for being concerned about the other people in the water even though he took longer because he also saved Fleur her sister I loved how Dobby helped him I think that s one of the strong points about HP it has so many good lessons and even though Harry is the chosen one I m never annoyed with him for accomplishing such unbelievable things because he has help he doesn t do everything alone despite what is revealed at the end of this book One of the best things about the HP books is that when you know what the plot is about and your read the books again there are so many hints that you can t believe you ve missed when you first read watched it I mean the basic history lesson from Sirius Dumbledores pensieve the trashcans the fake Moody s hip-flask Snapes storage being broken into And many many more I just can t believe I missed all that the first time around I love when mrs Weasley and Bill showed up for Harry at the third task that made me almost cry with happiness for Harry The third task blew my mind It was so tense and the creatures in the maze were super cool I loved how the Skrewts came into play here I did wish it took a bit longer though just like the first task I would have loved more But it was absolutely brilliant that the cup was a Portkey It just blew my mind And then this scene with Voldemort in the graveyard It made me speechless cry and scream It was so well written This is just one of the best scenes I ve read Ever It made all my little comments from before go away and made me want to give this book 100 stars Cedric dying Wormtails hand Harry s parents the Death Eaters I loved how it came together with the beginning of this book with the house and Frank s story how we got to know more about Voldemort as a child and about his family Everything just clicked in this book and about some of the things in the previous books It was absolutely epic I also really loved how Harry still beat Voldemort and what happened with the wands was brilliant How Cedric asked to take his body to his parents made me cry once more Remember if the time should come when you have to make a choice between what is right and what is easy remember what happened to a boy who was good and kind and brave because he strayed across the path of Lord Voldemort Remember Cedric Diggory But still after that scene ended and Harry took the Portkey back to Hogwarts the tension didn t end Mad Eye Moody appeared to be Crouch s son who was taken away to Azkaban It just made so much sense how his mother sacrificed herself for her son and took his place and he became his father s prisoner I can t believe Mr Crouch let her do that How Crouch junior and Wormtail found Voldemort and brought him back and junior took Moody s place as a teacher to ensure Harry won the cup and took the Portkey to the graveyard Absolutely amazing can t say that enough now can I I m still mad about Fudge s reaction though how can he ignore all these clues that Voldemort is back I did really like how Dumbledore said exactly the right thing And I loved it even more how the people came together in the last few pages Dumbledore Snape madam Pomfkrey McGonagol all the Weasleys Hermione Ron Oh and I loved how Harry gave Fred and George the price money to invest in the WWW I just can t believe how amazing this book was even after I ve already seen the movie and I can t wait to read the fifth book or re-read this one in the future We are only as strong as we are united as weak as we are divided more"
"99","Harry Potter and the Goblet of Fire"," Jun 13 2017"," lucie","really liked it"," 2nd read as an audiobook - I didn t like the narrator s voice - I still like Viktor Krum more in the movie - Hermione annoyed me with her S P E W so much this time Understanding is the first step to acceptance and only with acceptance can there be recovery Harry Potter and the Goblet of Fire is the book what turns this series into books for teenagers I thought that Harry Potter and the Goblet of Fire will be my least favorite book in the series so far I couldn t get into the story so qickly as I normally do but at the time when The Triwizard Tournament has started I couldn t put the books down and now is it probably my second favorite book in the series My thoughts in short - I am used to Rowling s slow beginnings but this one was too slow - I was sorry for Neville during the class of Defence Against the Dark Arts - This book was scary but amazing I could imagine everything in details thanks to amazing Rowling s writing - I liked Viktor Krum more in the movie than in the book I am not even a little bit ashamed of the fact that I ignored all book description of his character and imagined him as Stanislav Janevski - I DONT LIKE CHO CHANG I know that I dont have a reason since she was mentioned in the book like three times But I dont care and I dont like her - Albus Dumbledore is the best example of a leader - I liked all three tasks my favorite was the second one the idea - I think I didnt breathe the whole time when Harry had met Voldemort face to face This part is my favorite so far - I was eating my lunch while reading the part and I lost my apettite because of the detailed description of forming Voldemort s body Gross - Cedric Diggory sobbing - Did anyone else notice that Harry came to every meeting as the last one It s been more than ten years since I ve read this series for the first time and I love rereading it I LOVE THIS WORLD SO MUCH more"
"100","Harry Potter and the Goblet of Fire"," Jul 10 2017"," Gemma Collins","it was amazing"," I had actually forgotten how much I love this book even though Ron is a d k and I will forever believe that Hermione deserves better It s such an exciting book and the first that starts to get really dark The only part that I ve never enjoyed is the angst between Harry and Ron after Harry s name is pulled from the cup and the way Ron treats Hermione over Krum Ron is such a baby The more I think about it the more I dislike him And I can understand him being sore about his family being poor but he s such a shit towards Harry whenever Happy buys him anything even when he s buying something for Hermione at the same time Grrr I ve only just realised how much I dislike Ron I m going to stop now This is probably my 2nd fave HP book after The Prisoner of Azkaban Now onto book 5 more"
"101","Harry Potter and the Goblet of Fire"," Aug 09 2013"," Eryn","really liked it"," This was an enjoyable reread however I was tempted to give it 3 stars I don t know I think I was trying to analyze too much when I should have been leisurely reading and enjoying the story -- finals will do this to you"
"102","Harry Potter and the Goblet of Fire"," Jun 20 2011"," RavenclawReadingRoom","it was amazing"," Trigger warnings child abuse bullying fatphobia death torture fire slavery 15 10 2017A literal dumpster fire would be a better teacher than Severus Snape For some reason this book hit me smack in the feels this time around and I sobbed my way through the last 50 pages 14 12 2016I have a lot of feelings about the Weasleys becoming Harry s family for realsies in this book Also Hermione Granger social justice warrior Also the fact that A LITERAL DEATH EATER IN DISGUISE is a better teacher than Snape What did they learn from Barty Crouch Jr To ask your friends for help That you shouldn t assume everyone s homelife is stable To use your own strengths to your advantage To always pay attention to everything around you And to fight off the Imperius curse Plus not to be a bullying snot rag or you might become Draco Malfoy the amazing bouncing ferret What did they learn from Snape How to bully a teenage girl over her appearance How to threaten students with truth potions How to publically humiliate students Great teaching Snape Just fabulous 11 12 2015This really marks the point in the series where these books become young adult rather than middle grade Because not only is it dark and creepy a lot of the time - learning about the Unforgivable Curses being thrown into life-threatening situations for the entertainment of others people who aren t who they say they are - but the Golden Trio are dealing with Teenage Issues for the first time Harry s dealing with his feelings for Cho Ron s jealous that Krum s crushing on Hermione Hermione and Ron fight over him treating her like a last resort where the Yule Ball is concerned Hermione is increasingly sensitive to comments about her appearance Etcetera I think I d now probably say this is my third favourite book in the series after Deathly Hallows and Prisoner of Azkaban But really there s not much separating them 20 5 2014Because I m a terrible person I giggled my way through the Weighing of the Wands this time around because Ollivander describes Krum s wand as Rather thicker than one usually sees quite rigid ten and a quarter inches p 271 No wonder all the ladies like Viktor Krum In non-smutty reading I realised this time around that when Harry and Ron are making up their predictions for Divination what they come up with very closely mirrors the plot of the rest of the book in danger of burns lose a treasured possession get stabbed in the back by someone you thought was a friend come off worse in a fight J K Rowling you sneaky sneaky troll 24 12 2012This is a very close second behind Deathly Hallows as my favourite book of the series And in rereading it for the millionth time I ve come to realise just how many key parts of the series crop up for the first time in this book There s spells like Accio and Reducto which Harry relies on extensively in the future There s the introduction of the giants and Weasley s Wizard Wheezes We learn about the Unforgivable Curses and the fate of Neville s parents Plus there s the very beginnings of Ron and Hermione - Ron s jealousy when Hermione goes to the Yule Ball with Krum Hermione s frustration at Ron always thinking of her as a friend Mrs Weasley s coldness when she reads the article in Witch Weekly stating that Hermione is Harry s girlfriend Plus the introduction of S P E W While it seems like an irritating side-story at the time the whole social justice thing is such a huge part of who Hermione becomes in the long-term and it s Ron saving the house elves during the Battle of Hogwarts that leads to their first kiss On top of all the ongoing stuff I love the Quiddich Cup and the Triwizard Tournament and can t help but picture David Tennant as Barty Crouch Jr no matter what J K Rowling s description of him says more"
"103","Harry Potter and the Goblet of Fire"," Apr 13 2015"," Steve","it was amazing"," I m not going to try to review this book or add any new thoughts to the thousands of reviews that are already all over the web I do have a few observations about this book though 5 starsThe first and probably the most obvious observation I have is that this is the first of the series that didn t start out with Harry struggling over the abuse he s taking at the Dursley s home This one started out much darker focusing on He-Who-Shall-Not-Be-Named and his initial attempts to regain his physical form Second while this is still a kids book the are some very strong very dark undertones throughout the entire book The storyline moved from the Scooby-Doo format to something along the lines of dark fantasy which happened at about the 80 point of this book I wouldn t go so far as to compare it to George R R Martin or Joe Abercrombie but the underlying threat and potential violence is definitely there The twists in this one are surprising especially in finding out who falls on which side both good and evil Third this is the first book of the series to end without concluding the main storyline The first three were like a 70s sitcom resolving some problem within the half-hour time frame of that week s episode In this one very little is resolved Harry Ron and Hermione are headed home after their fourth year exhausted from the climax of the Triwizard Tournament but it s almost a cliffhanger especially with Hagrid s comments about preparing taking things as they come and not worrying before hand On to Harry Potter and the Order of the Phoenix more"
"104","Harry Potter and the Goblet of Fire"," Jun 29 2014"," Cassandra","it was amazing"," If you want to know what a man s like take a good look at how he treats his inferiors not his equals I can t really say much about this series that hasn t been said Now that I m reading the story of the boy who lived I can say with certainty that I am the girl who has lived Most books get a hype and I can at least see where the hype comes from but usually it s a bit over the top But Harry Potter deserves every single bit of hype it has This series is jaw dropping well written and has a cast that you can not help but loving dearly I laughed I cried I giggled hysterically I will be finishing this series this year Infinite points to Rowling more"
"105","Harry Potter and the Goblet of Fire"," Dec 05 2015"," Hannah Reader in the Rough","really liked it"," 3 5 Stars Differences of habit and language are nothing at all if our aims are identical and our hearts are open I would have loved this as a kid JK Rowling has made a phenomenal world Pre-read 22 is not too late an age to read this series for the first time right The first three were read aloud to me while I was pregnant with my first and on bed rest That was three years ago It s time to continue this reading journey Yes I m aware I m realllyyy late to this party Time to make the necessary reparations to this more"
"106","Harry Potter and the Goblet of Fire"," Oct 16 2016"," Lauren","it was amazing"," Every time I start this book I remember all over again how much I love it This book keeps you on your toes and there s always so much going on you never have to worry about growing bored The whole concept of the Triwizard tournament is amazing and I love that we finally get to see some foreign wizards and some glimpses of the other magic schools This is where everything starts getting more and more complicated and when you realize how much forethought JK put into some of the story-arcs that continue on through the remainder of the series There s so much in this book that s left out of the movies from Dobby s involvement to S P E W to Sirius having an active role all of what happened to Barry Crouch Rita Skeeter and so much more I wish this book had been split into two movies I feel like so much was missed But I adore this book and my love for this series only continues to grow more"
"107","Harry Potter and the Goblet of Fire"," Apr 07 2017"," JoAnna","it was amazing"," Another wonderful instalment of Harry Potter I just can t get enough and I am really looking forward to the next one Which I will be starting right away MORE NOW 3"
"108","Harry Potter and the Goblet of Fire"," Nov 28 2013"," Andrea Ninja Bunneh","it was amazing"," Re-read 11 2016 And on we go I m just going to add that Mrs Weasley is fast becoming a favorite after this man 5 ninja-bunnehs-wearing-invisible-cloaks stars"
"109","Harry Potter and the Goblet of Fire"," Feb 04 2015"," Aris","it was amazing"," No good sittin worryin abou it he said What s comin will come an we ll meet it when it does"
