"","book","date","reviewer","rating","review"
"53","Harry Potter and the Chamber of Secrets"," May 09 2014"," Hailey HaileyinBookland","it was amazing"," I read this all in one 8 hour sitting I need a life"
"54","Harry Potter and the Chamber of Secrets"," Feb 10 2018"," Elyse","it was amazing"," Thank you Lisa Ok Finished book 2 I ve definitely entered POTTER WORLD I enjoyed it but I don t think this was as strong as the first book It feels like a transition book I loved Ginny - and Harry s relationship developing with her Ron- and the gang - and their dialogue is wonderful Sandwich plates that re-build themselves ha only in Wizard-land love it Summer break for Harry Back to Wizard School in Sept"
"55","Harry Potter and the Chamber of Secrets"," Jun 30 2016"," Johann jobis89","really liked it"," It is our choices Harry that show what we truly are far more than our abilities Harry Hermione and Ron return to Hogwarts for their second school year There s a new Defence Against the Dark Arts teacher Ginny Weasley has taken a shine to Harry but the real trouble begins when a number of Hogwarts students are petrified and rendered immobile The heir of Slytherin is suspected to be behind these attacks but who is the heir These first few books kinda feel like we re laying the groundwork for the real story which is on its way and will take place from book 3 onwards I think that s why I view Chamber of Secrets as my least favourite in the series The first book is special because it s the beginning we re discovering Hogwarts and the magical world of Harry Potter but then the second book just isn t as enjoyable as I view it as merely a stepping stone to the real meat of the story It s still pretty great though I mean there isn t one HP book I dislike One of my favourite aspects of the Chamber of Secrets is finding out more about Voldemort s background The scenes in the chamber itself are great as more tidbits are unravelled and he reveals exactly what has been going on Another highlight of Chamber of Secrets is the introduction of Dobby He has a big heart and means well even if he almost kills Harry in the process Oops Once again Hermione is the MVP and proves yet again that those two would have not got very far without her Hermione is basically the Samwise Gamgee of Harry Potter I also like how Malfoy seems to have a bigger role in this story he s fun to hate at this point This book also introduces us to Gilderoy Lockhart - his narcissism literally cracks me up and I love that Hermione harbours a little crush for him Colin also slays me when he is obsessed with Harry I just love how much I actually snigger to myself when reading these books It s such a testament to Rowling s writing that she has created this story that will fascinate children of all ages and yet you can equally enjoy it as an adult Harry Potter transcends all ages And that is truly magical 4 glittering sparkly stars more"
"56","Harry Potter and the Chamber of Secrets"," Apr 27 2017"," Chelsey the crazy cat lady","it was amazing"," I can t believe I never read these book before Again I really enjoyed Harry Potter My favourite quote from this book is It is our choices Harry that show what we truly are far more than our abilities"
"57","Harry Potter and the Chamber of Secrets"," Jul 02 2015"," Nina","liked it"," It s Harry Potter it just had to be a good book and it definitely is 2018 REREAD I must say that I didn t enjoy this book as much as I apparently enjoyed it the other God knows how many times I ve read it in my life which is why I decided to change my rating from 4 to 3 stars Personally I just think this book is a lot less interesting that the other books from this series and just can t keep up with them Also the scene in which Harry and Ron steal the car is still one of the most frustrating scenes from the entire series and always makes me want to throw the book at a wall more"
"58","Harry Potter and the Chamber of Secrets"," May 28 2017"," PopiTonja","it was amazing"," arobno Polako ali sigurno postajem fan D"
"59","Harry Potter and the Chamber of Secrets"," Jun 14 2016"," Ryan","it was amazing"," Review to come"
"60","Harry Potter and the Chamber of Secrets"," Feb 26 2015"," Juliana Zapata","it was amazing"," Estos libros son tan hermosos que llenan de amor el coraz n Como ya dije del libro anterior est n llenos de magia y de ternura Con cada libro amas a los personajes estoy terriblemente encari ada con Harry y amo a Hermione por encima de todo Espero poner leer pronto el siguiente libroRese a Completa http bastvilard blogspot com 2015 0"
"61","Harry Potter and the Chamber of Secrets"," Dec 31 2015"," Lara","it was amazing"," Well you re expelling us aren t you said Ron Not today Mr Weasley Snape looked as though Christmas had been canceled I love Snape I love Ron and I love these books and damn I wish I didn t know alot of spoilers even though I haven t watched the movies"
"62","Harry Potter and the Chamber of Secrets"," Jan 21 2011"," Nanna","it was amazing"," oh I cry and laugh so much Ron you cutie every time I finish one of these books it makes me so angry why can t I live at Hogwarts"
"63","Harry Potter and the Chamber of Secrets"," Mar 31 2014"," Clau R","really liked it"," Review to come later Por ahora s lo dir Qu cosa tan bonita son estos libros 3"
"64","Harry Potter and the Chamber of Secrets"," Jul 30 2016"," Ahmed Ejaz","it was amazing"," Just WOWThis book was predictable unpredictable for me at the same time Predictable because I was aware of all the scenes in this book due to its movie I have watched it when I was too young to understand the story of the movies Unpredictable because I didn t know what would be the story of this book When I watched its movie I didn t understand its story except for the scenes of the movie are still in my mind I will watch the movies of the whole series after reading its books I haven t HP movies except for one OVERVIEW After the coming of Harry at Hogwarts strange thing happens Students are been paralized by a mysterious way Nobody knows who does that They Harry Ron and Hermione find one clue a writing on the wall which reads Chamber of Secrets has been opened Enemies of the Heir beware In this book they are finding what the chamber of secrets is OR What does it means by the Enemies of Heir Don t open it if you don t want any revelation view spoiler Chamber of Secrets is made by Salazar Slytherin one of the founders of Hogwarts to remove all the Muggle-born people without magic students from the Hogwarts Chamber of Secrets can only be opened by the true heir of Salazar Slytherin The chamber has been open before Both times there is the same man But this time Heir of Slytherin uses someone to open it hide spoiler THINGS I LIKED Quidditch MatchIt was great This time this was more difficult than before Because someone bewitched the Bludger a ball which job is to knock out every player to attack only Harry Monster of the Chamber of SecretsJust loved it What a powerful thing that was view spoiler Just look in its eyes and you will be DEAD hide spoiler I liked Every thing in this book THINGS I DIDN T LIKE Not That Much -This book was little slow Almost half of the book I didn t understand why I am reading this book WHY Because nothing special happened But I didn t give up because its slowness was not that bad to force me to leave this book It was just feeling natural to me -Lockhart I want to kill this character He was just unbearable for me to read I think author was just trying to show us that some people just take credit of others success and can t do anythings on their own I totally love this book even with the things I didn t like I would like to give this book 5 Life Long Stars I recommend this series to everybody You will not repent own your decision Point out my mistakes or my misunderstanding about this book if there are any I would be happy to see that Thanks for your attention August 18 2016 more"
"65","Harry Potter and the Chamber of Secrets"," Jan 14 2017"," Isa Cantos Cr nicas de una Merodeadora","it was amazing"," En serio Goodreads En serio me preguntas cu ntas estrellas quiero ponerle a la edici n ilustrada de Harry Potter and the Chamber of Secrets EN SERIO Goodreads no te alcanzan las estrellas para calificarlo A estas alturas de la vida habiendo rele do este libro m s de diez veces no tengo ni idea de c mo rese arlo Qu no se ha dicho ya de Harry Potter Qu no he dicho yo sobre Harry Potter Decir que es m gico se queda corto Decir que es una experiencia incre ble releerlo ya se da por hecho Decir que los libros de Harry Potter son una de las mejores cosas que le han sucedido a la humanidad vamos eso todo el mundo lo sabe S lo quienes crecimos leyendo las aventuras de Harry Ron y Hermione entendemos ese sentimiento que nos invade cuando abrimos las p ginas de uno de los libros de J K Rowling No es s lo que volvamos a esos momentos en los que conocimos Hogwarts en los que aprendimos a lanzar hechizos es much simo m s Es volver a creer en la magia es volver a ese momento de la vida en el que ve as todo con ojos de alguien de doce a os es revivir cada paso del Tr o de Oro ahora gracias a las ilustraciones de Jim Kay Releer Harry Potter cualquier libro de Harry Potter es volver a abrir ese pedacito de tu coraz n que a n cree que la carta de Hogwarts est por llegar que dici ndole Alohomora a una puerta se va a abrir Es volver a ese momento de tu vida en que te diste cuenta de que no hab a vuelta atr s que las p ginas del libro de una escritora brit nica se hab an quedado grabadas en tu alma para siempre ALWAYS It is our choices Harry that show what we truly are far more than our abilities more"
"66","Harry Potter and the Chamber of Secrets"," Feb 20 2012"," Natalie Monroe","it was amazing"," I am of the steadfast opinion that the Harry Potter movies suck Chill your britches fans I love the actors just as much as you do Tom Felton and Evanna Lynch are genuine fans of the franchise and fangirl as hard as we do Daniel Radcliffe is surprisingly witty in interviews who can forget his cutting remark on the sexualization of Emma Watson And Emma remains one of my favorite celebrities Her speech on feminism made me happy-dance But I can t get over how much stuff they leave out from the books I was shocked that they only chose to include one memory of Tom Riddle in the Half-Blood Prince disgusted that they kept pushing Harry Hermione let s pretend Jo never said she regretted Ron Hermione and full-on infuriated that they cut out Hermione s work with house-elf liberation The Chamber of Secrets is the sole movie I find is a fairly accurate adaption of the book The Sorcerer s Stone was still finding its feet and poor Emma acted like she was reciting lines for a school play The second was where everything really began to come together cementing its place as a multi-million-dollar franchise Of course the film producers couldn t have done squat if the source material wasn t fantastic to begin with The Chamber of Secrets may be my second least-favorite Harry Potter book that honor goes to the Philosopher s Stone but it s still caviar as far as books go more"
"67","Harry Potter and the Chamber of Secrets"," Aug 06 2007"," Namratha","it was amazing"," In a bid to recapture the Harry Potteresque brand of nostalgia I am re-reading the series And loving every bit of it I always find that the second offering in a long-running series is always the most fulfilling After the first book we have the character profiles down to a tee we have decided on our personal favourites and pet-peeves and we can easily summon up the scenery and the ambience So now it s just a question of belting-up and getting ready for more nail-biting action And Harry Potter and the Chamber of Secrets does just that Harry knows who s baying for his blood Malfoy Snape and good ol Mouldy-Voldy He has a clearer picture of his own powers and abilities I won t mention the plot as most of us already know it by rote and those who don t are getting converted as I speak The high point of the second book is a mysterious erm MYSTERY Rather than laboring on about Harry s traumatized past and his future trials it deals with his actual adventures in the present day Mysterious mumblings in the walls an unknown beast lurking in some obscure chamber and hapless victims this book has all the makings of a classic detective novel Harry Potter gets a chance to prove that all the adulation and hero-worship is justified and he puts up a knock- em dead magnificent fight Rowling manages to weave in her wise homilies towards the end It is our choices Harry that show us what we truly are far more than our abilities and yet again it fits perfectly Not preachy not patronizing but tailor-made to clear Harry s misgivings A rich satisfying read more"
"68","Harry Potter and the Chamber of Secrets"," Dec 07 2017"," bella","it was amazing"," this book completely sold me on the illustrated editions like I needed much convincing It s totally new to be able to read along to the Harry Potter books with beautiful pictures and I felt like they filled in the gaps visually on what the movies didn t cover harry falling into the diary harry with the basilisk ron harry meeting aragog hagrid dobby Once again the character portraits were my favourites done so beautifully and although they were very different from the actors and actresses in the movies which is how I visualise all the characters they were completely perfect in their representation lockhart professor sprout moaning myrtle I love all these characters even the ones that make me want throttle them cough lockhart more"
"69","Harry Potter and the Chamber of Secrets"," Nov 26 2015"," Adita The Slumbering Insomniac","it was amazing"," I want my diary to come up with a splendid review But I haven t got the one marked T M Riddle I want to miss my bus and fly to school But I haven t got the one flying car I want my flying car to run low on fuel But there s no Whomping Willow to catch my fall I want to see what I ll look like in my archenemy s shoes But there s no Hermione to concoct the Polyjuice Potion I want to see a horror movie all alone and get petrified But there s no mandrake to revive me afterwards I want to take to my heels at the sight of a snobbish professor But my school hasn t got one quite like Gilderoy Lockhart I want Fawkes to heal my razor cut But our principal isn t Professor Dumbledore I want to be a part of the adorable trio But I ain t no Harry Potter or Ronald Weasley or Hermione Granger or one of the luckiest many to school at Hogwarts I try to calm my heart that s beating fast And find my brain that in Harry Potter is so lost Here I am trying to write a decent review as at the great task my modest mind revolts and struggles With much consternation I accept as realization hits me harder that I am just another one of the hapless muggles more"
"70","Harry Potter and the Chamber of Secrets"," Oct 06 2017"," D ri","it was amazing"," I m just so mad I m a muggle"
"71","Harry Potter and the Chamber of Secrets"," Jun 19 2010"," Ahmad Sharabiani","really liked it"," Harry Potter and the Chamber of Secrets Harry Potter 2 J K Rowling 21 2000 2001 1379 383 - 964927071 1382 1381 227 9643071979 1381 480 - 9649306170 1381 480 - 9649306170 1380 376 9646205275 1383 353 9647689233 1383 360 9646290388 more"
"72","Harry Potter and the Chamber of Secrets"," Aug 10 2012"," Gerasimos","it was amazing"," Harry Potter changed my life If I hadn t read Harry Potter when I did I would not be the same person today What I am today in a part is due to Harry I cannot really say enough to make you understand how much Harry Potter means to me"
"73","Harry Potter and the Chamber of Secrets"," Sep 09 2014"," Chelsea chelseadolling reads","it was amazing"," Perfection Duh Also this was a re-read obvs I can t believe I hadn t re-read this since I started my goodreads account"
"74","Harry Potter and the Chamber of Secrets"," Dec 15 2015"," Councillor","liked it"," How do you review a beloved book which nearly everyone in this world seems to adore and which you wanted to love as well but ended up being slightly disappointed with Harry Potter and the Chamber of Secrets is the second book out of the HP series and follows Harry Ron and Hermione through their adventures during their second year in Hogwarts After reading and enjoying the first book some days ago and just about ten years too late my expectations for this second book were probably too high as it is often the case with second installments in a series J K Rowling delved deeper into the world of Harry Potter his friends and his enemies but in the end I felt as if we didn t learn many new things about this world Apart from some very interesting bad-ass moments the character development lacked some of its profound depth from the first book and ultimately made me consider the book as a transition phase between Harry Potter as a child and a teenager However don t you think I didn t enjoy or like it It was still a great book a magical world an exciting plot but its flaws emerged a little bit more apparently and were unable to fulfil my expectations in their entirety Draco Malfoy continues to be annoying not because of the character s annoying appearances but because of his character traits being nearly non-existing It can be argued that it is difficult to create full characters out of children but J K Rowling succeeded with trying this procedure with Harry Ron Hermione and even Ginny so why not with Draco Hopefully his character is going to be explored in more profundity during the other novels It seems like I keep defending my relatively low rating of this novel but Goodreads describes a three-star-rating as liked it and I absolutely did It simply was no really liked it or it was amazing so I will lower my expectations a little bit and hope to be able to award five stars again after reading the next book When I m 80 years old and sitting in my rocking chair I ll be reading Harry Potter And my family will say to me After all this time And I will say Always Isn t this a lovely statement Sources say Alan Rickman created this quote but others insist on the quote being misattributed so I ll just leave it at that and turn to the third novel of the Harry Potter series more"
"75","Harry Potter and the Chamber of Secrets"," May 01 2015"," Chelsea","really liked it"," Apparently I accidentaly deleted my review So I m going to post it again My review contains minor spoilers for the Harry Potter series Let me start off by saying that I am disappointed in this illustrated edition Don t get me wrong the illustrations are gorgeous But I am hardly the first one to say that there aren t nearly as many illustrations in Harry Potter and the Chamber of Secrets as there were in Philosopher s Stone Not even an illustration of Tom Riddle Or the Chamber of Secrets Prisoner of Azkaban is probably my favourite instalment in the series so it better live up to my expectations I understand that making these illustrations takes a lot of time but we still pay as much money for it Talking about the drawings this might sound ridiculous but I have a phobia of snails and slugs Even though I m also afraid of spiders I had much more trouble dealing with the illustrations of snails I seriously had to cover them up in order to be able to read the chapter Harry Potter and the Chamber of Secrets has always been my least favourite in the series This re-read didn t change my opinion There is hardly any foreshadowing to events from the other books except for these Harry asks Dumbledore whether Voldemort put a part of himself in him The vanishing cabinet and cursed necklace are already mentioned in Borgin and Burkes As much as I love this series it won t stop me from mentioning things that aren t great about it J K Rowling is clearly fatphobic I already mentioned that in my review of Harry Potter and the Philosopher s Stone but it only got worse in this one Nearly all characters who are bullies and never get any sort of redemption and remain one-dimensional such as Crabbe Goyle and Vernon- are fat and unattractive It is very obvious that J K Rowling thinks fat people are disgusting and ugly Otherwise she wouldn t have written almost all her bullies like that Talking about a skinny character that does get redemption and isn t one dimensional Draco Malfoy I completely agree with the majority of the fandom that he deserves redemption but I can t help but notice how much he truly hates Hermione Maybe he s just bragging but he literally says he would help the Heir of Slytherin if he knew who it was Furthermore he wishes Hermione dead which is an awful thing to say I know that Draco is a child and clearly influenced by his father but I still found it very shocking to read If Lucius had told his son to attack muggleborns he probably would ve I ll wrap this up soon but I just have two more things to say doesn t J K Rowling claim she didn t include Albus sexual orientation in her books because it would disctract from Harry s story Funny how Percy s relationship was included even though he is less important character than Albus If only I could figure out why she did include that relationship but not Albus Hmmm it s a tough case to crack Finally I hate that Rowling felt the need to include the following sentence There was a scramble as everyone tried to seize a pair of earmuffs that wasn t pink and fluffy The fact that she took her time to write such a sexist sentence It might seem innocent to some of you but sentences like these bother me --------------Re-read November 2015Probably my least favourite from the series since it s mostly about the heir of Slytherin and nothing else It still very good though but if I had to pick one Can t wait to read Prisoner of Azkaban though more"
"76","Harry Potter and the Chamber of Secrets"," Aug 13 2016"," Sofii A Book A Thought","really liked it"," SO AMAZING It is our choices Harry that show what we truly are far more than our abilities I must say that I enjoyed this book much more than the first one there is always something new to learn in the world of Hogwarts I ve seen this movie also haha so remember a lot of things that happened but it was a pleasure remembered I think in this book Harry behaves more mature way even though it is a child of course he has facing the people who attacking him without hesitation and breaking the rules even more I really liked that I think it s a very solid main character with unlimited possibilities Anything can happen in this world The plot this time is centered in the chamber of secrets its meaning and what it contains what I found interesting to read The last chapters of the book are the best in my opinion One of the things I enjoy most about these books is how easy it is to read it how simple the story seems when at the same time is so complex and even though the plot focuses on one thing as its title says I think the writer manages to play many different topics as well without changing the main point Hearing voices no one else can hear isn t a good sign even in the wizarding world I love Ron and Hermione alike their personalities are so different and somehow have managed this beautiful friendship The way in they care each other and while and both have these little disagreement and discussions is adorable don t know why but I get a lot of tenderness I can t wait to see what will happen with the characters as they grow And how that will influence their relationships and their lives their families and Hogwarts I m excited Hagrid and Dumbledore are still my favorites when I read it I think they have the most interesting parts of the plot even though they are minor characters they are always involved in some way Hagrid is an adorable and funny character he s always getting into trouble xD Dumbledore continues to have the best lines in history with his great wisdom and kindness has earned a place in my heart I m still not sure about Ginny not even what her rol in the plot and although this time has had a very important role her personality makes me a little upset I don t know maybe become a character stronger with time but still don t know how I feel about her Her complete obsession with Harry it was for me at times a little creepy it s a girl and she is in love I know that but at times the writer describes her and I imagine a stalker I said it So this is getting better for my guys so no doubt I ll continue with the saga D I am increasingly excited about what will happening more"
"77","Harry Potter and the Chamber of Secrets"," Jan 07 2017"," Chelsea","really liked it"," review also posted on Wordpress spoilers for the Harry Potter series It is our choices Harry that show what we truly are far more than our abilities I finally had some time to write this review Let me start off by saying that I am disappointed in this illustrated edition Don t get me wrong the illustrations are gorgeous But I am hardly the first one to say that there aren t nearly as many illustrations in Harry Potter and the Chamber of Secrets as there were in Philosopher s Stone Not even an illustration of Tom Riddle Or the Chamber of Secrets Prisoner of Azkaban is probably my favourite part in the series so it better live up to my expectations I understand that making these illustrations takes a lot of time but we still pay as much money for it Talking about the drawings this might sound ridiculous but I have a phobia of snails and slugs Even though I m also afraid of spiders I had much more trouble dealing with the illustrations of snails I seriously had to cover them up in order to be able to read the chapter Harry Potter and the Chamber of Secrets has always been my least favourite in the series This re-read didn t change my opinion There is hardly any foreshadowing to events from the other books except for these Harry asks Dumbledore whether Voldemort put a part of himself in him The vanishing cabinet and cursed necklace are already mentioned in Borgin and Burkes As much as I love this series it won t stop me from mentioning things that aren t great about it J K Rowling is clearly fatphobic I already mentioned that in my review of Harry Potter and the Philosopher s Stone but it only got worse in this one Nearly all characters who are bullies and never get any sort of redemption and remain one-dimensional - such as Crabbe Goyle and Vernon- are fat and unattractive It is very obvious that J K Rowling thinks fat people are disgusting and ugly Otherwise she wouldn t have written almost all her bullies like that Talking about a skinny character that does get redemption and isn t one dimensional Draco Malfoy I completely agree with the majority of the fandom that he deserves redemption but I can t help but notice how much he truly hates Hermione Maybe he s just bragging but he literally says he would help the Heir of Slytherin if he knew who it was Furthermore he wishes Hermione dead which is an awful thing to say I know that Draco is a child and clearly influenced by his father but I still found it very shocking to read If Lucius had told his son to attack muggleborns he probably would ve I ll wrap this up soon but I just have two more things to say doesn t J K Rowling claim she didn t include Albus sexual orientation in her books because it would disctract from Harry s story Funny how Percy s relationship was included even though he is less important character than Albus If only I could figure out why she did include that relationship but not Albus Hmmm it s a tough case to crack Finally I hate that Rowling felt the need to include the following sentence There was a scramble as everyone tried to seize a pair of earmuffs that wasn t pink and fluffy The fact that she took her time to write such a sexist sentence It might seem innocent to some of you but sentences like these bother me more"
"78","Harry Potter and the Chamber of Secrets"," May 25 2013"," Vane J","it was amazing"," I am one of those people who grew up with the Harry Potter movies rather than with the books I m not ashamed to admit either that I loved the movies and still do despite them missing some of the awesomeness and I was one of those who refused to read the books because I didn t want to be part of the hype and it actually made me sick Gratefully 4 years ago I decided to give in The big surprise was that I ended up loving the series the story but most of all its characters That said I must continue This second installment is not the best of them yet it s still very good The mystery was not so easy to guess and god the characters I love them all Except of course 2 of them 1 Mr Gilderoy Lockhart Because I am not fond of bad teachers I seriously abhor them I wanted this fraud of a man dead ever since he appeared for the first time The worst part is that he taught what probably was the most important class of them all 2 Dobby Even though I grew fond of him later you have to admit he was very annoying t the beginning And please someone tell me I m not the only one who doesn t fall for his almost-killed-Harry-but-did-it-with-good-intentions-so-I-will-punish-myself-for-it bullshit Originally my rating was 4 stars but then I decided I should round it to 5 because I really truly love this I think I miss the characters innocence already and want to dive in again but I will hold myself from doing so Now off to re-read book 3 more"
"79","Harry Potter and the Chamber of Secrets"," Nov 23 2013"," Shelby trains flying monkeys","it was amazing"," There is just no way to do these books justice I can t even try It s our choices Harry that show what we truly are far more than our abilities Dumbledore Thanks again to my friend Litchick for coming up with this most awesome group read"
"80","Harry Potter and the Chamber of Secrets"," Jan 07 2014"," April Aprilius Maximus","it was amazing"," HGUOHGEWAFHJPPIUNBXWBX"
"81","Harry Potter and the Chamber of Secrets"," Nov 26 2013"," Kelly and the Book Boar","it was amazing"," As Dumbledore once said it is our choices that show what we truly are far more than our abilities My ability to write a proper review for this book does not exist so I choose to leave it at five stars and two Dobby snaps in a circle"
"82","Harry Potter and the Chamber of Secrets"," Oct 01 2015"," Mikee Andrea ReadWithMikee","really liked it"," This book was slightly more different from the movie as opposed to Harry Potter and the Sorcerer s Stone and its film adaptation but I still loved reading about the infamous Chamber of Secrets nonetheless I loved the concept of the Tom Riddle and the diary I was and still am so amazed by the magic in this world After reading the second book I sort of developed a kind of fondness or some unusual respect for Voldemort as a character Of course everything he has done was unforgivable but I can t help but feel pity of him In his youth he really was a bright wizard who just had a troubled past that rippled and created the monster that he would later become I always wondered what spurred his hatred for muggle-borns and this book really clarified that question for me And now rather than seeing Voldemort as this all-powerful evil wizard I just view him more as a tragic character who had such a potential to truly be the greatest wizard in the world that he so wished to be but because of his past and his choices it twisted him and transformed him into the very epitome of evil starting at such a young age I loved this book so much more than the first I can already tell that these books are starting to take a more darker mood compared to Harry Potter and the Sorcerer s Stone Reading this series really has me reminiscing my childhood P more"
"83","Harry Potter and the Chamber of Secrets"," May 16 2011"," Tash","really liked it"," Re-read 2015I m not 13 anymore but 4 still-as-awesome-as-the-first-time stars snorts minus the nose of course"
"84","Harry Potter and the Chamber of Secrets"," Jul 09 2012"," Maureen","it was amazing"," Reread this for HarryXmasToYou 2017 and I always notice new and different things while reading love it"
"85","Harry Potter and the Chamber of Secrets"," Mar 23 2017"," JoAnna","it was amazing"," I don t really know what to say besides I freaking loved this D I am now a Potterhead for sure I am going to read all the books this year Onward to book three"
"86","Harry Potter and the Chamber of Secrets"," Oct 12 2016"," Hannah Greendale","it was amazing"," Fourth read 10 12 2016 Illustrated hardback artist Jim Kay Third read 2015Second read First read 2001 Used paperback"
"87","Harry Potter and the Chamber of Secrets"," Aug 08 2007"," Swaps55","liked it"," While the story fits neatly together and again her imagination is fantastic the flat characters that play to extreme stereotypes take a lot of the enjoymeny out of this story There is no excuse for Gilderoy Lockhart Granted his fame obsession and ludicrous self-absorption make for some amusing Rowling-esque moments that make the series good such as a dozen Lockharts running for cover in the photo frames with rollers in their hair but at the expense of the reader s patience This degree of narcissism even if plausible in the real world stretches my suspension of disbelief too far Like every page with Malfoy on it I d rather flip past them than read them The greatest problem I have with this series is the two dimensional villains or irritating Defense Against the Dark Arts teachers Good villains should draw out some sort of sympathy in the reader or reveal at some point their humanity At the very least you should be able to understand why they are the way they are and that back story allows you to look at them from a different perspective This moment never happens for Lockhart and incidentally it never happens for Malfoy Rowling allowed the perfect opportunity to make Malfoy a good three dimensional villain when Harry and Ron used the Polyjuice potion For the first time we had Malfoy out of the public eye and in private where we could see the real him and not the front everyone else sees Here was the chance to see his humanity that he s such a prick because he s afraid of disappointing his father that he worries about his grades that there s a girl he likes and he s secretly worried she doesn t like him back anything that humanizes him and draws out some sympathy because thus far he s gotten nothing more than eye rolls out of me But we didn t get that moment Rowling wrote him no differently than she does when he is on parade in front of everyone which was really a shame So overall the characters get tiring but the writing style and imagination are extremely enjoyable more"
"88","Harry Potter and the Chamber of Secrets"," Jul 18 2007"," Jessica","it was amazing"," Even better the fourth -- fifth -- time around More of a mystery feel than many of the others and the introduction of the Burrow Colin Creevy and the defeat of the first horcrux though they don t realize it yet Read aloud 2016 I always think about the endings of the Harry Potter books which make me sob openly managed to hold it together this time WooT so I often forget how hilarious these books are The Death Day Party the angry cupids Dobby all nicely mixed in with the horrors of the Chamber And this is really where you begin to see that Ron and Hermione are attracted to each other whereas Harry and Ginny share the same sense of humor and the same type of bravery more"
"89","Harry Potter and the Chamber of Secrets"," May 31 2015"," Britt","it was amazing"," Reread it again Last time I read it was like 2 years ago and I totally forgot so many of the amazing details about the story I love how small details in this book become a significant part of the story later on in the series Gosh I wished they d have put the Valentine s day part in the film And I must say that I actually really like Lockhart because he s such a freaking knobhead haha Even though it s my least favourite book in the series it s still perfect"
"90","Harry Potter and the Chamber of Secrets"," Jan 18 2016"," Short Reviews","it was amazing"," Hang on Harry muttered to Ron There s an empty chair at the staff table Where s Snape Professor Severus Snape was Harry s least favourite teacher Harry also happened to be Snape s least favourite student Cruel sarcastic and disliked by everybody except the students from his own house Slytherin Snape taught Potions Maybe he s ill said Ron hopefully Maybe he s left said Harry because he missed out on the Defence Against the Dark Arts job again Or he might have been sacked said Ron enthusiastically I mean everyone hates him - Or maybe said a very cold voice right behind them he s waiting to hear why you two didn t arrive on the school train What I loved and still love about the Harry Potter books wasn t how they gradually became darker and more serious with each book No it was the lighthearted funny subplots that had me hooked to this series HP and the CoS was full of these happy cutesy scenes and to this this day it remains my favourite HP book Plus can I just say how much I love the hugging scene at the end of the movie Name Harry Potter Crime It was only a bit of mud said Harry It s only a bit of mud to you boy but to me it s an extra hour scrubbing shouted Filch a drip shivering unpleasantly at the end of his bulbous nose Crime befouling the castle suggested sentence Basically CoS was the last not too dark book - unlike the new few novels in my opinion it had very magical fun feel to it Harry ducked swiftly down behind his cauldron pulled one of Fred s Filibuster fireworks out of his pocket and gave it a quick prod with his wand The firework began to fizz and sputter Knowing he had only seconds Harry straightened up took aim and lobbed it into the air it landed right on target in Goyle s cauldron Goyle s potion exploded showering the whole class People shrieked as splashes of the Swelling Solution hit them Silence SILENCE Snape roared Anyone who has been splashed come here for a Deflating Draught When I find out who did this When everyone had taken a swig of antidote and the various swellings had subsided Snape swept over to Goyle s cauldron and scooped out the twisted black remains of the firework There was a sudden hush If I ever find out who threw this Snape whispered I shall make sure that person is expelled I remember reading this part as a child and laughing my head off Harry couldn t believe it - he was free He wound down the window the night air whipping his hair and looked back at the shrinking rooftops of Privet Drive Uncle Vernon Aunt Petunia and Dudley were all hanging dumbstruck out of Harry s window See you next summer Harry yelled The Weasleys roared with laughter and Harry settled back in his seat grinning from ear to ear And of course we can t forget dear Gilderoy Lockhart The bell rang and there was a mad rush towards the exit In the relative calm that followed Lockhart straightened up caught sight of Harry Ron and Hermione who were almost at the door and said Well I ll ask you three to just nip the rest of them back into their cage He swept past them and shut the door quickly behind him Can you believe him roared Ron as one of the remaining pixies bit him painfully on the ear He just wants to give us some hands-on experience said Hermione immobilising two pixies at once with a clever Freezing Charm and stuffing them back into their cage Hands on said Harry who was trying to grab a pixie dancing out of reach with its tongue out Hermione he didn t have a clue what he was doing Rubbish said Hermione You ve read his books - look at all those amazing things he s done He says he s done Ron muttered Hehe You know I really liked Ron in this book Can t believe I just said that because I loathe him in pretty much all the HP books But he was funny tolerable and he wasn t being a bitch to Hermione cough he is in the next book though Signed photos You re giving out signed photos Potter Loud and scathing Draco Malfoy s voice echoed around the courtyard He had stopped right behind Colin flanked as he always was at Hogwarts by his large and thuggish cronies Crabbe and Goyle Everyone queue up Malfoy roared to the crowd Harry Potter s giving out signed photos There wasn t one bit in this book that I skimmed or skipped Now that I ve read and re-read all the HP books I tend to skip over parts that I found a bit boring But CoS Loved every second of it 5 stars more"
